url,title,channel,video_name,day,month,year,category,content
https://www.youtube.com/watch?v=4UeMshwSU6k,Dicas para Fuvest: biologia,TV Estadão,45,23,11,2015,journal,news
https://www.youtube.com/watch?v=8FsmKx0xq6Q,Melhores apps para Android: (20/11/2015) - Baixaki Android,TecMundo,20,23,11,2015,nerd,games
https://www.youtube.com/watch?v=7GW0HBo55A0,Novos rumores sugerem iPhone 7 com 3 GB de RAM e design à prova d'água,TecMundo,26,23,11,2015,nerd,news
https://www.youtube.com/watch?v=cAzU7qYAXYc,Este vídeo mostra por que você não deve acreditar em todo viral no YouTube,TecMundo,17,23,11,2015,nerd,news
https://www.youtube.com/watch?v=ehBPCu71nJs,"""Um dia depois Mega Filmes HD volta ao ar em novo domínio""",TecMundo,44,23,11,2015,nerd,news
https://www.youtube.com/watch?v=h4TimFltbkg,WhatsApp e Telegram fazem cópias de suas imagens sem que você fique sabendo,TecMundo,48,23,11,2015,nerd,news
https://www.youtube.com/watch?v=yNwgKpTDS_Y,Dica de download mobile do dia: Kill Shot Bravo,TecMundo,13,23,11,2015,nerd,games
https://www.youtube.com/watch?v=C2fxf_02m8c,Olhar Digital: Por que os smartphones esquentam tanto?,OlharDigital,27,23,11,2015,nerd,news
https://www.youtube.com/watch?v=PvGmZEprK08,10 pessoas fazendo coisas incrivelmente rápidas,Lista10,2,23,11,2015,nerd,news
https://www.youtube.com/watch?v=OxSW5_ZIZmA,Os 10 cães mais engraçados da internet,Lista10,29,23,11,2015,nerd,funny
https://www.youtube.com/watch?v=RCZmli6NETA,10 gestos bonitos no mundo do futebol,Lista10,1,23,11,2015,nerd,sports
https://www.youtube.com/watch?v=xcL43fp-gi4,Três rotinas para reduzir o estresse,Arata Academy,43,23,11,2015,nerd,selfhelp
https://www.youtube.com/watch?v=iQC0OjZR7ls,Lidando com Pessoas Difíceis - O Kit de Sobrevivência,Arata Academy,19,23,11,2015,nerd,selfhelp
https://www.youtube.com/watch?v=vCesrJxi6bU,Crise econômica: perfis de funcionários em risco,Arata Academy,10,23,11,2015,nerd,selfhelp
https://www.youtube.com/watch?v=LRvnELNQHcc,Qual é o momento certo para tirar minha ideia do papel?,Portal dos Administradores,33,23,11,2015,nerd,selfhelp
https://www.youtube.com/watch?v=3nEOUlnl6GM,O que preciso avaliar antes de decidir por uma carreira?,Portal dos Administradores,28,23,11,2015,nerd,selfhelp
https://www.youtube.com/watch?v=YFL9kef6d7Y,Conheça a estudante de Administração que conquistou a internet como escritora,Portal dos Administradores,15,23,11,2015,nerd,selfhelp
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/mulher-e-atropelada-em-frente-a-faculdade-particular-na-br-230-em-cabedelo/4629957/,"Mulher é atropelada em frente à faculdade particular na BR-230, em Cabedelo",1,Bom dia pb,24,11,2015,journal,police
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/acidente-na-br-230-deixa-tres-mortos-proximo-a-soledade-na-paraiba/4629958/,"Acidente na BR-230 deixa três mortos próximo a Soledade, na Paraíba",2,Bom dia pb,24,11,2015,journal,police
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/bandidos-roubam-motos-para-colocar-pecas-a-venda-em-joao-pessoa/4629961/,"Bandidos roubam motos para colocar peças à venda, em João Pessoa",6,Bom dia pb,24,11,2015,journal,police
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/veja-as-fotos-do-amanhecer-na-paraiba/4629954/,Veja as fotos do amanhecer na Paraíba,7,Bom dia pb,24,11,2015,journal,nature
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/veja-as-noticias-do-esporte-na-paraiba/4629968/,Veja as notícias do Esporte na Paraíba,10,Bom dia pb,24,11,2015,journal,sports
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/veja-dicas-de-como-aproveitar-os-descontos-da-black-friday-sem-riscos/4629963/,Veja dicas de como aproveitar os descontos da Black Friday sem riscos,11,Bom dia pb,24,11,2015,journal,economy
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/preso-do-regime-semi-aberto-e-assassinado-em-padaria-em-campina-grande/4629972/,Preso do regime semi-aberto é assassinado em padaria em Campina Grande,12,Bom dia pb,24,11,2015,journal,police
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/tire-suas-duvidas-sobre-o-pagamento-do-13-salario/4629956/,Tire suas dúvidas sobre o pagamento do 13º Salário,13,Bom dia pb,24,11,2015,journal,economy
https://www.youtube.com/watch?v=hL1Z6kdJ1ds,10 probabilidades de algumas coisas acontecerem na sua vida,3,Lista10,24,11,2015,nerd,news
https://www.youtube.com/watch?v=v0FtUMxrmc0,10 vídeos engraçados de pessoas tomando choque,4,Lista10,24,11,2015,nerd,funny
https://www.youtube.com/watch?v=baD2uP9tI0w,"""30 anos do Windows Saga Mega Filmes HD e Ex-namorados no Facebook - Hoje no TecMundo (20/11/2k15)""",5,TecMundo,24,11,2015,nerd,news
https://www.youtube.com/watch?v=Be2EwWDfbCY,Bel Pesce diz o que você precisa (mas nem sempre quer) ouvir,8,Portal dos Administradores,24,11,2015,nerd,selfhelp
https://www.youtube.com/watch?v=YwnUNohXA3Q,Como lidar com seus medos,9,Portal dos Administradores,24,11,2015,nerd,selfhelp
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/economia/v/entenda-como-o-aumento-do-dolar-influencia-na-economia-brasileira/4386973/,Entenda como o aumento do dólar influencia na economia brasileira,14,Bom dia pb,24,11,2015,journal,economy
http://g1.globo.com/videos/t/g1-em-1-minuto/v/g1-em-1-minuto-pf-prende-lider-do-governo-no-senado-e-banqueiro-do-btg/4632542/,G1 em 1 Minuto: PF prende líder do governo no Senado e banqueiro do BTG,g1 em 1 minuto,11,25,11,2015,journal,politics
http://g1.globo.com/videos/t/g1-em-1-minuto/v/g1-em-1-minuto-votacao-sobre-cunha-no-conselho-de-etica-e-adiada/4631164/,G1 em 1 Minuto: votação sobre Cunha no Conselho de Ética é adiada,g1 em 1 minuto,12,25,11,2015,journal,politics
http://g1.globo.com/videos/t/g1-em-1-minuto/v/g1-em-1-minuto-lama-ja-avanca-15-km-ao-norte-do-mar-do-espirito-santo/4630996/,G1 em 1 Minuto: Lama já avança 15 km ao norte do mar do Espírito Santo,g1 em 1 minuto,9,25,11,2015,journal,nature
http://g1.globo.com/videos/t/g1-em-1-minuto/v/g1-em-1-minuto-britanica-descobre-que-estava-sendo-traida-e-se-vinga-do-marido/4630188/,G1 em 1 Minuto: britânica descobre que estava sendo traída e se vinga do marido,g1 em 1 minuto,8,25,11,2015,journal,police
http://g1.globo.com/videos/t/g1-em-1-minuto/v/g1-em-1-minuto-pf-prende-jose-carlos-bumlai/4630068/,G1 em 1 Minuto: PF prende José Carlos Bumlai,g1 em 1 minuto,10,25,11,2015,journal,police
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/incluir-sementes-de-jerimum-na-dieta-ajuda-na-perda-de-peso/4632413/,Incluir sementes de jerimum na dieta ajuda na perda de peso,bom dia pb,14,25,11,2015,journal,health
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/hoje-e-dia-do-doador-de-sangue/4632416/,Hoje é Dia do Doador de Sangue,bom dia pb,13,25,11,2015,journal,charity
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/veja-dicas-para-economizar-no-periodo-de-crise/4632406/,Veja dicas para economizar no período de crise,bom dia pb,21,25,11,2015,journal,economy
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/combustivel-e-mais-caro-em-campina-grande-do-que-na-capital-segundo-pesquisa/4632424/,Combustível é mais caro em Campina Grande do que na Capital segundo pesquisa,bom dia pb,5,25,11,2015,journal,economy
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/saiba-o-que-fazer-quando-problemas-nos-fios-da-rua-prejudicam-servicos-de-internet/4632420/,Saiba o que fazer quando problemas nos fios da rua prejudicam serviços de Internet,bom dia pb,20,25,11,2015,journal,news
http://g1.globo.com/videos/t/oficina-g1/v/guia-pratico-134-seu-carro-fala-aprenda-a-identificar-sintomas-de-problemas/4389124/,Guia Prático #134: Seu carro 'fala'. Aprenda a identificar sintomas de problemas,Guia Prático g1,23,25,11,2015,journal,news
https://www.youtube.com/watch?v=ROwk4TucN3c,Moto G (2015) de 3ª geração [Análise] – TecMundo,Tecmundo,15,25,11,2015,nerd,analysis
https://www.youtube.com/watch?v=yTQfan4NyFM,Moto X Force [Análise] – TecMundo,Tecmundo,16,25,11,2015,nerd,analysis
https://www.youtube.com/watch?v=gVqlCe9xLvM,Apple iPhone 6s e iPhone 6s Plus [Análise] – TecMundo,Tecmundo,4,25,11,2015,nerd,analysis
https://www.youtube.com/watch?v=4TgwGu9KWtY,Dicas - Como aumentar o sinal da rede Wi-Fi (sem fio) – Tecmundo,Tecmundo,6,25,11,2015,nerd,selfhelp
https://www.youtube.com/watch?v=tcbylZOtpk4,Dicas para recuperar CDs e DVDs riscados – Baixaki,Tecmundo,7,25,11,2015,nerd,selfhelp
https://www.youtube.com/watch?v=nwZsxeG5ACo,Dicas - Como ligar o PC na televisão – Baixaki,Tecmundo,22,25,11,2015,nerd,selfhelp
https://www.youtube.com/watch?v=eANH5f1ul7s,O Poder do Coletivo | Nerdologia 95,Nerdologia,17,25,11,2015,nerd,documentary
https://www.youtube.com/watch?v=qip5YJw-f9c,Racismo | Nerdologia 90,Nerdologia,19,25,11,2015,nerd,documentary
https://www.youtube.com/watch?v=S0Mz5ZpZhvY,Os 10 cachorros mais sonhadores da internet,Lista10,18,25,11,2015,nerd,funny
https://www.youtube.com/watch?v=jM8hu-XTT3Q,10 grandes trapalhadas do futebol,Lista10,3,25,11,2015,nerd,funny
https://www.youtube.com/watch?v=aDDeyhfltpc,10 cães que não gostam nem um pouco de banho,Lista10,1,25,11,2015,nerd,funny
https://www.youtube.com/watch?v=MEJXWRjjyek,10 coisas que devem ter sido bem dolorosas,Lista10,2,25,11,2015,nerd,funny
